Ministry_Key,Des_Grp,Type,Display_Type,DesGrp_Count_Reg,DesGrp_Percent_Reg,NonDesGrp_Count_Reg,NonDesGrp_Percent_Reg,Total_Count_Reg,Total_Percent_Reg,DesGrp_Count_Aux,DesGrp_Percent_Aux,NonDesGrp_Count_Aux,NonDesGrp_Percent_Aux,Total_Count_Aux,Total_Percent_Aux
GCPE,VM,Separations_Other,Moved to Other Ministry,4,12.5,28,87.5,32,100.0,,,,,0,100.0
GCPE,VM,Separations_Total,Total Separations,14,11.3,110,88.7,124,100.0,,,,,0,100.0
GCPE,VM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,<3,<3,<3,<3,1,100.0
HLTH,VM,Hiring_AuxtoReg,Changed Status from Aux to Reg,<3,<3,<3,<3,4,100.0,,,,,,
HLTH,VM,Hiring_Other,Hired from Other Ministry,S,S,S,S,76,100.0,,,,,0,100.0
HLTH,VM,Hiring_Outside,Hired from Outside,54,20.0,216,80.0,270,100.0,13,28.9,32,71.1,45,100.0
HLTH,VM,Hiring_TotalNew,Total New Hires to Ministry,S,S,S,S,346,100.0,13,28.9,32,71.1,45,100.0
HLTH,VM,Hiring_TotalReg,Total New Regulars to Ministry,76,21.7,274,78.3,350,100.0,,,,,,
HLTH,VM,Promotions_Other,Promoted from Other Organization,18,28.1,46,71.9,64,100.0,,,,,0,100.0
HLTH,VM,Promotions_Same,Promoted Within Same Organization,24,12.6,166,87.4,190,100.0,<3,<3,<3,<3,1,100.0
HLTH,VM,Promotions_Total,Total Promotions,42,16.5,212,83.5,254,100.0,<3,<3,<3,<3,1,100.0
HLTH,VM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,<3,<3,<3,<3,4,100.0
HLTH,VM,Separations_BCPS,Left BC Government,27,16.2,140,83.8,167,100.0,<3,<3,S,S,4,100.0
HLTH,VM,Separations_Other,Moved to Other Ministry,26,21.5,95,78.5,121,100.0,<3,<3,<3,<3,3,100.0
HLTH,VM,Separations_Total,Total Separations,53,18.4,235,81.6,288,100.0,<3,<3,S,S,7,100.0
HLTH,VM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,4,36.4,7,63.6,11,100.0
IRR,VM,Hiring_AuxtoReg,Changed Status from Aux to Reg,<3,<3,S,S,5,100.0,,,,,,
IRR,VM,Hiring_Other,Hired from Other Ministry,S,S,S,S,19,100.0,,,,,0,100.0
IRR,VM,Hiring_Outside,Hired from Outside,4,12.9,27,87.1,31,100.0,<3,<3,S,S,10,100.0
IRR,VM,Hiring_TotalNew,Total New Hires to Ministry,S,S,S,S,50,100.0,<3,<3,S,S,10,100.0
IRR,VM,Hiring_TotalReg,Total New Regulars to Ministry,8,14.5,47,85.5,55,100.0,,,,,,
IRR,VM,Promotions_Other,Promoted from Other Organization,<3,<3,S,S,17,100.0,,,,,0,100.0
IRR,VM,Promotions_Same,Promoted Within Same Organization,<3,<3,S,S,31,100.0,,,,,0,100.0
IRR,VM,Promotions_Total,Total Promotions,4,8.3,44,91.7,48,100.0,,,,,0,100.0
IRR,VM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,<3,<3,S,S,5,100.0
IRR,VM,Separations_BCPS,Left BC Government,3,11.1,24,88.9,27,100.0,<3,<3,S,S,3,100.0
IRR,VM,Separations_Other,Moved to Other Ministry,3,10.3,26,89.7,29,100.0,<3,<3,S,S,4,100.0
IRR,VM,Separations_Total,Total Separations,6,10.7,50,89.3,56,100.0,<3,<3,S,S,7,100.0
IRR,VM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,<3,<3,S,S,12,100.0
JTT,VM,Hiring_AuxtoReg,Changed Status from Aux to Reg,4,50.0,4,50.0,8,100.0,,,,,,
JTT,VM,Hiring_Other,Hired from Other Ministry,17,34.0,33,66.0,50,100.0,,,,,0,100.0
JTT,VM,Hiring_Outside,Hired from Outside,19,26.8,52,73.2,71,100.0,7,35.0,13,65.0,20,100.0
JTT,VM,Hiring_TotalNew,Total New Hires to Ministry,36,29.8,85,70.2,121,100.0,7,35.0,13,65.0,20,100.0
JTT,VM,Hiring_TotalReg,Total New Regulars to Ministry,40,31.0,89,69.0,129,100.0,,,,,,
JTT,VM,Promotions_Other,Promoted from Other Organization,15,37.5,25,62.5,40,100.0,,,,,0,100.0
JTT,VM,Promotions_Same,Promoted Within Same Organization,14,32.6,29,67.4,43,100.0,,,,,0,100.0
JTT,VM,Promotions_Total,Total Promotions,29,34.9,54,65.1,83,100.0,,,,,0,100.0
JTT,VM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,4,50.0,4,50.0,8,100.0
JTT,VM,Separations_BCPS,Left BC Government,10,18.9,43,81.1,53,100.0,<3,<3,S,S,10,100.0
JTT,VM,Separations_Other,Moved to Other Ministry,12,22.2,42,77.8,54,100.0,<3,<3,S,S,6,100.0
JTT,VM,Separations_Total,Total Separations,22,20.6,85,79.4,107,100.0,3,18.8,13,81.3,16,100.0
JTT,VM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,7,29.2,17,70.8,24,100.0
LBR,VM,Hiring_AuxtoReg,Changed Status from Aux to Reg,<3,<3,<3,<3,1,100.0,,,,,,
LBR,VM,Hiring_Other,Hired from Other Ministry,<3,<3,S,S,10,100.0,,,,,0,100.0
LBR,VM,Hiring_Outside,Hired from Outside,S,S,S,S,23,100.0,<3,<3,<3,<3,2,100.0
LBR,VM,Hiring_TotalNew,Total New Hires to Ministry,S,S,S,S,33,100.0,<3,<3,<3,<3,2,100.0
LBR,VM,Hiring_TotalReg,Total New Regulars to Ministry,11,32.4,23,67.6,34,100.0,,,,,,
LBR,VM,Promotions_Other,Promoted from Other Organization,<3,<3,S,S,8,100.0,,,,,0,100.0
LBR,VM,Promotions_Same,Promoted Within Same Organization,<3,<3,S,S,16,100.0,,,,,0,100.0
LBR,VM,Promotions_Total,Total Promotions,4,16.7,20,83.3,24,100.0,,,,,0,100.0
LBR,VM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,<3,<3,<3,<3,1,100.0
LBR,VM,Separations_BCPS,Left BC Government,<3,<3,S,S,28,100.0,<3,<3,<3,<3,2,100.0
LBR,VM,Separations_Other,Moved to Other Ministry,S,S,S,S,15,100.0,,,,,0,100.0
LBR,VM,Separations_Total,Total Separations,8,18.6,35,81.4,43,100.0,<3,<3,<3,<3,2,100.0
LBR,VM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,<3,<3,S,S,3,100.0
MAH,VM,Hiring_AuxtoReg,Changed Status from Aux to Reg,<3,<3,S,S,9,100.0,,,,,,
MAH,VM,Hiring_Other,Hired from Other Ministry,15,19.5,62,80.5,77,100.0,,,,,0,100.0
MAH,VM,Hiring_Outside,Hired from Outside,S,S,S,S,64,100.0,<3,<3,S,S,20,100.0
MAH,VM,Hiring_TotalNew,Total New Hires to Ministry,S,S,S,S,141,100.0,<3,<3,S,S,20,100.0
MAH,VM,Hiring_TotalReg,Total New Regulars to Ministry,25,16.7,125,83.3,150,100.0,,,,,,
MAH,VM,Promotions_Other,Promoted from Other Organization,14,22.6,48,77.4,62,100.0,,,,,0,100.0
MAH,VM,Promotions_Same,Promoted Within Same Organization,6,11.5,46,88.5,52,100.0,<3,<3,<3,<3,1,100.0
MAH,VM,Promotions_Total,Total Promotions,20,17.5,94,82.5,114,100.0,<3,<3,<3,<3,1,100.0
MAH,VM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,<3,<3,S,S,9,100.0
MAH,VM,Separations_BCPS,Left BC Government,7,10.8,58,89.2,65,100.0,<3,<3,S,S,5,100.0
MAH,VM,Separations_Other,Moved to Other Ministry,6,12.0,44,88.0,50,100.0,,,,,0,100.0
MAH,VM,Separations_Total,Total Separations,13,11.3,102,88.7,115,100.0,<3,<3,S,S,5,100.0
MAH,VM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,<3,<3,S,S,14,100.0
MHA,VM,Hiring_AuxtoReg,Changed Status from Aux to Reg,,,,,0,100.0,,,,,,
MHA,VM,Hiring_Other,Hired from Other Ministry,S,S,S,S,29,100.0,,,,,0,100.0
MHA,VM,Hiring_Outside,Hired from Outside,<3,<3,S,S,8,100.0,<3,<3,S,S,4,100.0
MHA,VM,Hiring_TotalNew,Total New Hires to Ministry,5,13.5,32,86.5,37,100.0,<3,<3,S,S,4,100.0
MHA,VM,Hiring_TotalReg,Total New Regulars to Ministry,5,13.5,32,86.5,37,100.0,,,,,,
MHA,VM,Promotions_Other,Promoted from Other Organization,4,19.0,17,81.0,21,100.0,,,,,0,100.0
MHA,VM,Promotions_Same,Promoted Within Same Organization,,,,,0,100.0,,,,,0,100.0
MHA,VM,Promotions_Total,Total Promotions,4,19.0,17,81.0,21,100.0,,,,,0,100.0
MHA,VM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,,,,,0,100.0
MHA,VM,Separations_BCPS,Left BC Government,,,,,0,100.0,,,,,0,100.0
MHA,VM,Separations_Other,Moved to Other Ministry,,,,,0,100.0,,,,,0,100.0
MHA,VM,Separations_Total,Total Separations,,,,,0,100.0,,,,,0,100.0
MHA,VM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,,,,,0,100.0
PGT,VM,Hiring_AuxtoReg,Changed Status from Aux to Reg,4,50.0,4,50.0,8,100.0,,,,,,
PGT,VM,Hiring_Other,Hired from Other Ministry,<3,<3,S,S,5,100.0,<3,<3,<3,<3,1,100.0
PGT,VM,Hiring_Outside,Hired from Outside,S,S,S,S,41,100.0,S,S,S,S,23,100.0
PGT,VM,Hiring_TotalNew,Total New Hires to Ministry,16,34.8,30,65.2,46,100.0,8,33.3,16,66.7,24,100.0
PGT,VM,Hiring_TotalReg,Total New Regulars to Ministry,20,37.0,34,63.0,54,100.0,,,,,,
PGT,VM,Promotions_Other,Promoted from Other Organization,<3,<3,S,S,4,100.0,,,,,0,100.0
PGT,VM,Promotions_Same,Promoted Within Same Organization,S,S,S,S,31,100.0,<3,<3,<3,<3,1,100.0
PGT,VM,Promotions_Total,Total Promotions,11,31.4,24,68.6,35,100.0,<3,<3,<3,<3,1,100.0
PGT,VM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,S,S,S,S,8,100.0
PGT,VM,Separations_BCPS,Left BC Government,12,26.1,34,73.9,46,100.0,<3,<3,S,S,4,100.0
PGT,VM,Separations_Other,Moved to Other Ministry,5,35.7,9,64.3,14,100.0,,,,,0,100.0
PGT,VM,Separations_Total,Total Separations,17,28.3,43,71.7,60,100.0,<3,<3,S,S,4,100.0
PGT,VM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,4,33.3,8,66.7,12,100.0
PO,VM,Hiring_AuxtoReg,Changed Status from Aux to Reg,,,,,0,100.0,,,,,,
PO,VM,Hiring_Other,Hired from Other Ministry,<3,<3,S,S,15,100.0,,,,,0,100.0
PO,VM,Hiring_Outside,Hired from Outside,<3,<3,S,S,13,100.0,<3,<3,<3,<3,2,100.0
PO,VM,Hiring_TotalNew,Total New Hires to Ministry,<3,<3,S,S,28,100.0,<3,<3,<3,<3,2,100.0
PO,VM,Hiring_TotalReg,Total New Regulars to Ministry,<3,<3,S,S,28,100.0,,,,,,
PO,VM,Promotions_Other,Promoted from Other Organization,<3,<3,S,S,13,100.0,,,,,0,100.0
PO,VM,Promotions_Same,Promoted Within Same Organization,<3,<3,S,S,5,100.0,,,,,0,100.0
PO,VM,Promotions_Total,Total Promotions,<3,<3,S,S,18,100.0,,,,,0,100.0
PO,VM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,,,,,0,100.0
PO,VM,Separations_BCPS,Left BC Government,<3,<3,S,S,14,100.0,,,,,0,100.0
PO,VM,Separations_Other,Moved to Other Ministry,<3,<3,S,S,6,100.0,<3,<3,<3,<3,1,100.0
PO,VM,Separations_Total,Total Separations,<3,<3,S,S,20,100.0,<3,<3,<3,<3,1,100.0
PO,VM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,<3,<3,<3,<3,1,100.0
PSSG,VM,Hiring_AuxtoReg,Changed Status from Aux to Reg,7,11.5,54,88.5,61,100.0,,,,,,
PSSG,VM,Hiring_Other,Hired from Other Ministry,22,18.6,96,81.4,118,100.0,<3,<3,S,S,6,100.0
PSSG,VM,Hiring_Outside,Hired from Outside,138,16.6,691,83.4,829,100.0,S,S,S,S,99,100.0
PSSG,VM,Hiring_TotalNew,Total New Hires to Ministry,160,16.9,787,83.1,947,100.0,16,15.2,89,84.8,105,100.0
PSSG,VM,Hiring_TotalReg,Total New Regulars to Ministry,167,16.6,841,83.4,1008,100.0,,,,,,
PSSG,VM,Promotions_Other,Promoted from Other Organization,14,16.7,70,83.3,84,100.0,<3,<3,<3,<3,1,100.0
PSSG,VM,Promotions_Same,Promoted Within Same Organization,43,13.1,285,86.9,328,100.0,<3,<3,<3,<3,4,100.0
PSSG,VM,Promotions_Total,Total Promotions,57,13.8,355,86.2,412,100.0,<3,<3,S,S,5,100.0
PSSG,VM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,7,11.5,54,88.5,61,100.0
PSSG,VM,Separations_BCPS,Left BC Government,71,14.4,422,85.6,493,100.0,3,7.3,38,92.7,41,100.0
PSSG,VM,Separations_Other,Moved to Other Ministry,12,10.1,107,89.9,119,100.0,3,27.3,8,72.7,11,100.0
PSSG,VM,Separations_Total,Total Separations,83,13.6,529,86.4,612,100.0,6,11.5,46,88.5,52,100.0
PSSG,VM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,13,11.5,100,88.5,113,100.0
SDPR,VM,Hiring_AuxtoReg,Changed Status from Aux to Reg,4,25.0,12,75.0,16,100.0,,,,,,
SDPR,VM,Hiring_Other,Hired from Other Ministry,18,17.3,86,82.7,104,100.0,,,,,0,100.0
SDPR,VM,Hiring_Outside,Hired from Outside,79,22.1,278,77.9,357,100.0,3,14.3,18,85.7,21,100.0
SDPR,VM,Hiring_TotalNew,Total New Hires to Ministry,97,21.0,364,79.0,461,100.0,3,14.3,18,85.7,21,100.0
SDPR,VM,Hiring_TotalReg,Total New Regulars to Ministry,101,21.2,376,78.8,477,100.0,,,,,,
SDPR,VM,Promotions_Other,Promoted from Other Organization,13,19.7,53,80.3,66,100.0,,,,,0,100.0
SDPR,VM,Promotions_Same,Promoted Within Same Organization,45,23.1,150,76.9,195,100.0,,,,,0,100.0
SDPR,VM,Promotions_Total,Total Promotions,58,22.2,203,77.8,261,100.0,,,,,0,100.0
SDPR,VM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,4,25.0,12,75.0,16,100.0
SDPR,VM,Separations_BCPS,Left BC Government,51,14.8,294,85.2,345,100.0,6,16.2,31,83.8,37,100.0
SDPR,VM,Separations_Other,Moved to Other Ministry,24,24.2,75,75.8,99,100.0,3,25.0,9,75.0,12,100.0
SDPR,VM,Separations_Total,Total Separations,75,16.9,369,83.1,444,100.0,9,18.4,40,81.6,49,100.0
SDPR,VM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,13,20.0,52,80.0,65,100.0
TAC,VM,Hiring_AuxtoReg,Changed Status from Aux to Reg,<3,<3,<3,<3,1,100.0,,,,,,
TAC,VM,Hiring_Other,Hired from Other Ministry,S,S,S,S,21,100.0,,,,,0,100.0
TAC,VM,Hiring_Outside,Hired from Outside,<3,<3,S,S,7,100.0,<3,<3,<3,<3,2,100.0
TAC,VM,Hiring_TotalNew,Total New Hires to Ministry,S,S,S,S,28,100.0,<3,<3,<3,<3,2,100.0
TAC,VM,Hiring_TotalReg,Total New Regulars to Ministry,3,10.3,26,89.7,29,100.0,,,,,,
TAC,VM,Promotions_Other,Promoted from Other Organization,S,S,S,S,13,100.0,,,,,0,100.0
TAC,VM,Promotions_Same,Promoted Within Same Organization,<3,<3,S,S,4,100.0,,,,,0,100.0
TAC,VM,Promotions_Total,Total Promotions,3,17.6,14,82.4,17,100.0,,,,,0,100.0
TAC,VM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,<3,<3,<3,<3,1,100.0
TAC,VM,Separations_BCPS,Left BC Government,<3,<3,S,S,10,100.0,<3,<3,<3,<3,1,100.0
TAC,VM,Separations_Other,Moved to Other Ministry,<3,<3,S,S,14,100.0,<3,<3,<3,<3,1,100.0
TAC,VM,Separations_Total,Total Separations,3,12.5,21,87.5,24,100.0,<3,<3,<3,<3,2,100.0
TAC,VM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,<3,<3,S,S,3,100.0
TRAN,VM,Hiring_AuxtoReg,Changed Status from Aux to Reg,<3,<3,S,S,9,100.0,,,,,,
TRAN,VM,Hiring_Other,Hired from Other Ministry,S,S,S,S,72,100.0,<3,<3,<3,<3,2,100.0
TRAN,VM,Hiring_Outside,Hired from Outside,44,21.3,163,78.7,207,100.0,S,S,S,S,81,100.0
TRAN,VM,Hiring_TotalNew,Total New Hires to Ministry,S,S,S,S,279,100.0,5,6.0,78,94.0,83,100.0
TRAN,VM,Hiring_TotalReg,Total New Regulars to Ministry,52,18.1,236,81.9,288,100.0,,,,,,
TRAN,VM,Promotions_Other,Promoted from Other Organization,4,7.8,47,92.2,51,100.0,<3,<3,<3,<3,2,100.0
TRAN,VM,Promotions_Same,Promoted Within Same Organization,30,12.4,211,87.6,241,100.0,,,,,0,100.0
TRAN,VM,Promotions_Total,Total Promotions,34,11.6,258,88.4,292,100.0,<3,<3,<3,<3,2,100.0
TRAN,VM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,<3,<3,S,S,9,100.0
TRAN,VM,Separations_BCPS,Left BC Government,18,8.7,189,91.3,207,100.0,<3,<3,S,S,13,100.0
TRAN,VM,Separations_Other,Moved to Other Ministry,8,17.4,38,82.6,46,100.0,<3,<3,<3,<3,1,100.0
TRAN,VM,Separations_Total,Total Separations,26,10.3,227,89.7,253,100.0,<3,<3,S,S,14,100.0
TRAN,VM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,4,17.4,19,82.6,23,100.0
AEST,VM,Employed_2018,Employed 2018,62,,256,,335,,4,,17,,22,
AG,VM,Employed_2018,Employed 2018,502,,2452,,3122,,35,,107,,161,
AGRI,VM,Employed_2018,Employed 2018,55,,229,,287,,5,,24,,39,
BCPSA,VM,Employed_2018,Employed 2018,82,,388,,480,,7,,23,,33,
CFD,VM,Employed_2018,Employed 2018,717,,3247,,4255,,45,,187,,322,
CITZ,VM,Employed_2018,Employed 2018,231,,1274,,1557,,19,,73,,125,
EAO,VM,Employed_2018,Employed 2018,6,,73,,80,,<3,,<3,,6,
EDUC,VM,Employed_2018,Employed 2018,57,,275,,338,,5,,8,,16,
EMBC,VM,Employed_2018,Employed 2018,8,,115,,128,,4,,21,,45,
EMPR,VM,Employed_2018,Employed 2018,31,,258,,294,,<3,,<3,,17,
ENV,VM,Employed_2018,Employed 2018,63,,750,,853,,7,,43,,56,
FIN,VM,Employed_2018,Employed 2018,381,,910,,1337,,15,,26,,45,
FLNRORD,VM,Employed_2018,Employed 2018,257,,3137,,3511,,15,,185,,239,
GCPE,VM,Employed_2018,Employed 2018,38,,232,,291,,<3,,<3,,9,
HLTH,VM,Employed_2018,Employed 2018,235,,904,,1173,,15,,29,,51,
IRR,VM,Employed_2018,Employed 2018,18,,186,,208,,<3,,<3,,11,
JTT,VM,Employed_2018,Employed 2018,108,,214,,334,,8,,12,,21,
LBR,VM,Employed_2018,Employed 2018,30,,145,,178,,<3,,<3,,2,
MAH,VM,Employed_2018,Employed 2018,66,,293,,369,,<3,,<3,,24,
MHA,VM,Employed_2018,Employed 2018,5,,30,,37,,<3,,<3,,4,
PGT,VM,Employed_2018,Employed 2018,67,,152,,235,,9,,13,,26,
PO,VM,Employed_2018,Employed 2018,4,,44,,49,,<3,,<3,,3,
PSSG,VM,Employed_2018,Employed 2018,560,,2199,,3054,,23,,87,,135,
SDPR,VM,Employed_2018,Employed 2018,359,,1417,,1836,,3,,18,,25,
TAC,VM,Employed_2018,Employed 2018,7,,52,,61,,<3,,<3,,3,
TRAN,VM,Employed_2018,Employed 2018,181,,1062,,1286,,6,,65,,92,
BCPS,VM,Employed_2018,Employed 2018,4130,,20294,,25688,,232,,995,,1532,
AEST,VM,Employed_2015,Employed 2015,31,,236,,271,,<3,,<3,,22,
AG,VM,Employed_2015,Employed 2015,426,,2370,,2972,,16,,86,,128,
AGRI,VM,Employed_2015,Employed 2015,39,,237,,281,,4,,17,,37,
BCPSA,VM,Employed_2015,Employed 2015,61,,364,,433,,<3,,<3,,12,
CFD,VM,Employed_2015,Employed 2015,566,,3035,,3865,,43,,164,,328,
CITZ,VM,Employed_2015,Employed 2015,173,,1224,,1444,,9,,63,,109,
EDUC,VM,Employed_2015,Employed 2015,39,,253,,303,,<3,,<3,,6,
EMBC,VM,Employed_2015,Employed 2015,4,,72,,79,,<3,,<3,,10,
EMPR,VM,Employed_2015,Employed 2015,26,,226,,254,,4,,14,,18,
ENV,VM,Employed_2015,Employed 2015,51,,668,,750,,<3,,<3,,101,
FIN,VM,Employed_2015,Employed 2015,284,,859,,1191,,3,,4,,11,
FLNRORD,VM,Employed_2015,Employed 2015,213,,3014,,3323,,11,,120,,160,
GCPE,VM,Employed_2015,Employed 2015,33,,233,,278,,<3,,<3,,1,
HLTH,VM,Employed_2015,Employed 2015,206,,864,,1112,,6,,7,,16,
IRR,VM,Employed_2015,Employed 2015,14,,193,,209,,<3,,<3,,13,
JTT,VM,Employed_2015,Employed 2015,84,,222,,312,,7,,13,,25,
LBR,VM,Employed_2015,Employed 2015,28,,151,,187,,<3,,<3,,3,
MAH,VM,Employed_2015,Employed 2015,50,,277,,338,,<3,,<3,,14,
PGT,VM,Employed_2015,Employed 2015,56,,141,,241,,3,,9,,14,
PO,VM,Employed_2015,Employed 2015,4,,36,,41,,<3,,<3,,2,
PSSG,VM,Employed_2015,Employed 2015,453,,1951,,2667,,15,,86,,134,
SDPR,VM,Employed_2015,Employed 2015,332,,1440,,1807,,12,,45,,65,
TAC,VM,Employed_2015,Employed 2015,6,,50,,56,,<3,,<3,,4,
TRAN,VM,Employed_2015,Employed 2015,146,,1049,,1254,,<3,,<3,,29,
BCPS,VM,Employed_2015,Employed 2015,3329,,19238,,23747,,142,,785,,1262,
AEST,WOM,Hiring_AuxtoReg,Changed Status from Aux to Reg,3,60.0,2,40.0,5,100.0,,,,,,
AEST,WOM,Hiring_Other,Hired from Other Ministry,30,66.7,15,33.3,45,100.0,,,,,0,100.0
AEST,WOM,Hiring_Outside,Hired from Outside,71,64.5,39,35.5,110,100.0,13,59.1,9,40.9,22,100.0
AEST,WOM,Hiring_TotalNew,Total New Hires to Ministry,101,65.2,54,34.8,155,100.0,13,59.1,9,40.9,22,100.0
AEST,WOM,Hiring_TotalReg,Total New Regulars to Ministry,104,65.0,56,35.0,160,100.0,,,,,,
AEST,WOM,Promotions_Other,Promoted from Other Organization,20,60.6,13,39.4,33,100.0,,,,,0,100.0
AEST,WOM,Promotions_Same,Promoted Within Same Organization,21,67.7,10,32.3,31,100.0,,,,,0,100.0
AEST,WOM,Promotions_Total,Total Promotions,41,64.1,23,35.9,64,100.0,,,,,0,100.0
AEST,WOM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,3,60.0,2,40.0,5,100.0
AEST,WOM,Separations_BCPS,Left BC Government,41,89.1,5,10.9,46,100.0,10,90.9,1,9.1,11,100.0
AEST,WOM,Separations_Other,Moved to Other Ministry,40,80.0,10,20.0,50,100.0,3,50.0,3,50.0,6,100.0
AEST,WOM,Separations_Total,Total Separations,81,84.4,15,15.6,96,100.0,13,76.5,4,23.5,17,100.0
AEST,WOM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,16,72.7,6,27.3,22,100.0
AG,WOM,Hiring_AuxtoReg,Changed Status from Aux to Reg,35,76.1,11,23.9,46,100.0,,,,,,
AG,WOM,Hiring_Other,Hired from Other Ministry,69,65.1,37,34.9,106,100.0,1,33.3,2,66.7,3,100.0
AG,WOM,Hiring_Outside,Hired from Outside,422,67.8,200,32.2,622,100.0,87,80.6,21,19.4,108,100.0
AG,WOM,Hiring_TotalNew,Total New Hires to Ministry,491,67.4,237,32.6,728,100.0,88,79.3,23,20.7,111,100.0
AG,WOM,Hiring_TotalReg,Total New Regulars to Ministry,526,68.0,248,32.0,774,100.0,,,,,,
AG,WOM,Promotions_Other,Promoted from Other Organization,46,67.6,22,32.4,68,100.0,0,0.0,1,100.0,1,100.0
AG,WOM,Promotions_Same,Promoted Within Same Organization,221,70.6,92,29.4,313,100.0,3,100.0,0,0.0,3,100.0
AG,WOM,Promotions_Total,Total Promotions,267,70.1,114,29.9,381,100.0,3,75.0,1,25.0,4,100.0
AG,WOM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,35,76.1,11,23.9,46,100.0
AG,WOM,Separations_BCPS,Left BC Government,331,65.0,178,35.0,509,100.0,32,76.2,10,23.8,42,100.0
AG,WOM,Separations_Other,Moved to Other Ministry,70,72.9,26,27.1,96,100.0,6,66.7,3,33.3,9,100.0
AG,WOM,Separations_Total,Total Separations,401,66.3,204,33.7,605,100.0,38,74.5,13,25.5,51,100.0
AG,WOM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,73,75.3,24,24.7,97,100.0
AGRI,WOM,Hiring_AuxtoReg,Changed Status from Aux to Reg,9,90.0,1,10.0,10,100.0,,,,,,
AGRI,WOM,Hiring_Other,Hired from Other Ministry,14,63.6,8,36.4,22,100.0,1,100.0,0,0.0,1,100.0
AGRI,WOM,Hiring_Outside,Hired from Outside,26,49.1,27,50.9,53,100.0,21,70.0,9,30.0,30,100.0
AGRI,WOM,Hiring_TotalNew,Total New Hires to Ministry,40,53.3,35,46.7,75,100.0,22,71.0,9,29.0,31,100.0
AGRI,WOM,Hiring_TotalReg,Total New Regulars to Ministry,49,57.6,36,42.4,85,100.0,,,,,,
AGRI,WOM,Promotions_Other,Promoted from Other Organization,12,75.0,4,25.0,16,100.0,1,100.0,0,0.0,1,100.0
AGRI,WOM,Promotions_Same,Promoted Within Same Organization,15,44.1,19,55.9,34,100.0,,,,,0,100.0
AGRI,WOM,Promotions_Total,Total Promotions,27,54.0,23,46.0,50,100.0,1,100.0,0,0.0,1,100.0
AGRI,WOM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,9,90.0,1,10.0,10,100.0
AGRI,WOM,Separations_BCPS,Left BC Government,29,53.7,25,46.3,54,100.0,9,56.3,7,43.8,16,100.0
AGRI,WOM,Separations_Other,Moved to Other Ministry,18,75.0,6,25.0,24,100.0,3,75.0,1,25.0,4,100.0
AGRI,WOM,Separations_Total,Total Separations,47,60.3,31,39.7,78,100.0,12,60.0,8,40.0,20,100.0
AGRI,WOM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,21,70.0,9,30.0,30,100.0
BCPS,WOM,Hiring_AuxtoReg,Changed Status from Aux to Reg,310,68.7,141,31.3,451,100.0,,,,,,
BCPS,WOM,Hiring_Other,Hired from Other Ministry,1034,69.0,465,31.0,1499,100.0,14,60.9,9,39.1,23,100.0
BCPS,WOM,Hiring_Outside,Hired from Outside,3591,63.9,2033,36.1,5624,100.0,834,68.6,382,31.4,1216,100.0
BCPS,WOM,Hiring_TotalNew,Total New Hires to Ministry,4625,64.9,2498,35.1,7123,100.0,848,68.4,391,31.6,1239,100.0
BCPS,WOM,Hiring_TotalReg,Total New Regulars to Ministry,4935,65.2,2639,34.8,7574,100.0,,,,,,
BCPS,WOM,Promotions_Other,Promoted from Other Organization,771,69.8,334,30.2,1105,100.0,6,60.0,4,40.0,10,100.0
BCPS,WOM,Promotions_Same,Promoted Within Same Organization,2018,62.0,1235,38.0,3253,100.0,15,75.0,5,25.0,20,100.0
